UNPROTECTED,SPEED_ZONE,MAX_AGE,SEX,LIGHT_CONDITION,severity_index,SEVERITY
1,100,59,0,3,3,1
1,100,59,0,1,3,1
1,100,59,1,1,11,1
1,100,59,1,1,18,1
1,100,59,1,1,13,1
1,80,59,0,3,7,1
1,100,59,1,1,7,1
1,80,59,1,5,5,1
1,80,59,1,5,5,1
1,100,59,1,1,10,1
1,80,59,0,1,3,1
1,80,59,1,1,3,1
1,100,59,1,1,3,1
1,100,59,0,1,12,1
1,80,59,1,1,3,1
1,80,59,1,3,4,1
1,100,59,1,1,3,1
1,100,59,1,2,3,1
1,100,59,0,5,54,1
1,100,59,1,1,3,1
1,100,59,1,5,3,1
1,80,59,0,1,8,1
1,100,59,1,1,4,1
1,100,59,1,1,14,1
1,100,59,0,1,6,1
1,100,59,1,1,3,1
1,100,59,0,1,8,1
1,100,59,0,1,5,1
1,100,59,1,5,3,1
1,100,59,1,5,7,1
1,100,59,1,1,5,1
1,100,59,1,5,9,1
1,80,59,1,5,3,1
1,100,59,1,1,3,1
1,100,59,0,3,5,1
1,80,59,1,1,6,1
1,80,59,1,1,3,1
1,100,59,1,1,3,1
1,100,59,0,5,9,1
1,90,59,1,1,3,1
1,100,59,1,1,3,1
1,100,59,1,1,15,1
1,100,59,1,1,3,1
1,110,59,1,2,9,1
1,100,59,1,5,3,1
1,80,59,1,3,6,1
1,80,59,1,3,4,1
1,100,59,1,1,3,1
1,100,59,1,1,3,1
1,100,59,1,1,7,1
1,100,59,1,5,8,1
1,80,59,1,5,7,1
1,100,59,1,5,3,1
1,80,59,1,5,3,1
1,80,59,0,1,19,1
1,100,59,0,1,4,1
1,80,59,1,1,3,1
1,100,59,1,1,3,1
1,100,59,1,5,5,1
1,100,59,1,5,9,1
1,100,59,0,5,4,1
1,100,59,1,1,3,1
1,110,59,1,5,3,1
1,80,59,0,1,7,1
1,100,59,1,5,3,1
1,100,59,1,1,3,1
1,100,59,1,5,14,1
1,100,59,1,1,3,1
1,80,59,0,1,3,1
1,80,59,0,3,17,1
1,100,59,1,1,15,1
1,100,59,1,5,8,1
1,100,59,1,5,5,1
1,100,59,1,1,4,1
1,100,59,1,5,5,1
1,100,59,1,5,3,1
1,100,59,1,3,7,1
1,100,59,0,1,18,1
1,100,59,1,1,3,1
1,110,59,1,1,10,1
1,100,59,1,1,7,1
1,100,59,1,5,4,1
1,100,59,1,5,3,1
1,100,59,1,1,3,1
1,100,64,0,1,3,1
1,100,64,1,3,3,1
1,100,64,0,1,8,1
1,80,64,1,5,5,1
1,100,64,1,2,12,1
1,100,64,0,1,11,1
1,100,64,0,1,7,1
1,110,64,1,1,10,1
1,100,64,1,1,9,1
1,100,64,1,3,3,1
1,100,64,1,1,3,1
1,100,64,1,5,3,1
1,80,64,1,2,5,1
1,100,64,1,1,4,1
1,100,64,1,5,3,1
1,100,64,1,1,5,1
1,80,64,1,1,7,1
1,100,64,1,1,7,1
1,100,64,1,5,54,1
1,100,64,1,1,15,1
1,80,64,0,1,5,1
1,80,64,0,1,7,1
1,80,64,1,1,19,1
1,100,64,0,1,3,1
1,80,64,0,1,3,1
1,80,64,1,1,7,1
1,100,64,1,1,5,1
1,100,64,1,1,3,1
1,80,64,1,1,3,1
1,110,64,1,2,9,1
1,100,64,1,1,15,1
1,110,64,1,1,4,1
1,100,64,1,5,6,1
1,100,64,0,1,45,1
1,80,64,1,1,5,1
1,100,64,1,2,3,1
1,100,64,1,1,6,1
1,100,64,0,1,4,1
1,100,64,1,1,3,1
1,80,64,1,2,3,1
1,80,64,0,2,8,1
1,100,64,1,9,8,1
1,100,64,0,1,16,1
1,100,64,0,1,7,1
1,110,64,1,1,11,1
1,100,64,0,1,6,1
1,100,64,1,1,5,1
1,100,64,1,1,3,1
1,100,64,1,1,3,1
1,100,64,1,5,7,1
1,100,64,0,5,3,1
1,100,64,1,1,5,1
1,100,64,0,2,3,1
1,80,64,0,6,3,1
1,100,64,0,1,6,1
1,80,64,1,5,3,1
1,100,64,1,1,3,1
1,100,64,1,5,3,1
1,100,64,0,1,45,1
1,100,64,1,1,5,1
1,80,64,1,1,19,1
1,100,64,1,1,7,1
1,100,64,1,1,7,1
1,80,64,1,3,3,1
1,100,64,0,5,6,1
1,100,64,1,1,6,1
1,80,64,1,1,3,1
1,80,64,1,1,3,1
1,100,64,0,1,9,1
1,100,64,1,1,5,1
1,80,64,1,3,17,1
1,80,69,1,5,5,1
1,100,69,0,1,45,1
1,80,69,1,1,6,1
1,100,69,0,1,45,1
1,80,69,1,5,3,1
1,100,69,1,1,7,1
1,100,69,0,1,45,1
1,80,69,1,1,5,1
1,110,69,1,1,3,1
1,100,69,1,1,8,1
1,100,69,1,2,3,1
1,100,69,0,1,3,1
1,100,69,0,5,54,1
1,100,69,1,1,3,1
1,100,69,0,1,8,1
1,100,69,1,1,6,1
1,80,69,1,3,17,1
1,100,69,1,1,3,1
1,80,69,1,1,8,1
1,100,69,0,1,5,1
1,100,69,1,1,6,1
1,80,69,1,3,4,1
1,100,69,1,1,7,1
1,100,69,1,1,3,1
1,100,69,1,1,11,1
1,100,69,1,1,5,1
1,80,69,1,1,19,1
1,100,69,0,1,45,1
1,100,69,1,1,3,1
1,100,69,1,1,6,1
1,100,69,0,1,45,1
1,100,69,1,5,3,1
1,100,69,0,1,15,1
1,80,69,0,2,8,1
1,100,69,1,1,9,1
1,100,69,0,1,5,1
1,100,69,1,1,12,1
1,100,69,0,1,21,1
1,100,69,1,1,3,1
1,100,69,1,1,7,1
1,100,69,0,1,9,1
1,80,69,1,1,5,1
1,100,69,1,1,5,1
1,100,69,1,1,5,1
1,100,69,0,1,7,1
1,80,69,1,1,3,1
1,100,69,0,1,5,1
1,100,69,1,1,7,1
1,100,69,1,2,4,1
1,80,69,1,1,4,1
1,100,69,1,1,3,1
1,100,69,0,1,5,1
1,100,69,0,1,3,1
1,100,69,1,1,9,1
1,100,70,0,1,45,1
1,100,70,0,1,45,1
1,80,70,1,1,4,1
1,100,70,0,1,30,1
1,80,70,0,1,19,1
1,80,70,0,1,7,1
1,100,70,1,1,4,1
1,100,70,1,3,5,1
1,100,70,1,1,21,1
1,80,70,1,1,3,1
1,80,70,1,3,6,1
1,100,70,0,1,8,1
1,80,70,1,1,3,1
1,100,70,1,2,3,1
1,100,70,1,1,7,1
1,80,70,1,1,3,1
1,100,70,1,1,3,1
1,100,70,1,1,5,1
1,100,70,0,1,45,1
1,80,70,1,1,3,1
1,80,70,1,3,3,1
1,100,70,1,1,4,1
1,100,70,1,1,8,1
1,100,70,0,1,6,1
1,100,70,0,1,45,1
1,100,70,0,1,45,1
1,100,70,0,1,7,1
1,80,70,1,1,3,1
1,100,70,0,1,5,1
1,100,70,1,1,6,1
1,100,70,1,1,11,1
1,100,70,1,1,5,1
1,100,70,1,1,21,1
1,100,70,1,1,3,1
1,80,70,1,1,3,1
1,100,70,0,1,3,1
1,100,70,1,1,6,1
1,80,70,1,1,5,1
1,100,70,0,1,45,1
1,80,70,1,2,4,1
1,80,70,1,1,3,1
1,100,70,1,1,5,1
1,100,70,1,5,5,1
1,100,70,1,1,7,1
1,100,70,1,1,3,1
1,100,70,1,1,7,1
1,100,70,0,1,11,1
1,100,70,0,1,7,1
1,90,70,1,3,3,1
1,100,70,0,1,7,1
1,100,70,0,1,9,1
1,100,70,1,1,3,1
1,100,70,0,1,45,1
1,100,70,0,1,21,1
1,100,70,0,1,45,1
1,100,70,1,2,3,1
1,100,70,1,1,3,1
1,90,70,1,1,3,1
1,90,70,1,1,3,1
1,100,70,1,9,3,1
1,80,70,1,5,3,1
1,100,70,0,1,7,1
1,80,70,1,1,3,1
1,100,70,0,2,5,1
1,100,70,0,1,3,1
1,100,70,0,1,3,1
1,100,70,0,1,6,1
1,100,70,1,1,7,1
1,100,70,0,1,7,1
1,80,70,1,1,4,1
1,80,70,1,1,4,1
1,100,70,1,1,3,1
1,100,70,1,1,3,1
1,100,70,0,1,5,1
1,100,70,0,5,5,1
1,100,70,0,1,45,1
1,100,70,1,1,3,1
1,100,70,1,2,5,1
1,100,70,0,1,45,1
1,80,70,0,1,5,1
1,100,70,0,1,45,1
1,100,70,0,1,21,1
1,100,70,0,1,12,1
1,100,70,0,2,10,1
1,80,70,1,1,3,1
1,100,70,1,1,7,1
1,100,70,0,1,45,1
1,100,70,0,1,5,1
1,100,70,1,2,10,1
1,100,70,0,1,21,1
1,80,70,0,1,11,1
1,100,70,1,1,6,1
1,80,70,1,1,7,1
1,80,70,1,1,5,1
1,100,70,0,1,6,1
