UNPROTECTED,SPEED_ZONE,MAX_AGE,SEX,LIGHT_CONDITION,severity_index,SEVERITY
1,50,21,1,3,3,1
1,50,21,1,3,3,1
1,60,21,1,6,11,1
1,50,21,1,1,3,1
1,60,21,1,3,8,1
1,60,21,1,3,5,1
1,40,21,0,1,7,1
1,60,21,1,6,11,1
1,50,21,1,3,6,1
1,50,21,1,5,6,1
1,60,21,0,1,5,1
1,50,21,1,3,3,1
1,60,21,1,6,11,1
1,60,21,1,1,9,1
1,60,21,1,3,10,1
1,60,21,1,3,3,1
1,70,21,0,1,10,1
1,70,21,1,1,4,1
1,50,21,1,5,11,1
1,70,21,0,1,4,1
1,60,21,1,3,9,1
1,50,21,1,1,3,1
1,60,21,0,1,3,1
1,60,21,1,3,5,1
1,70,21,1,3,3,1
1,60,21,1,3,5,1
1,60,21,1,3,11,1
1,50,21,1,1,3,1
1,50,21,1,3,6,1
1,60,21,1,3,5,1
1,50,21,1,3,3,1
1,60,21,0,1,3,1
1,60,21,1,3,11,1
1,60,21,1,3,3,1
1,60,21,1,5,7,1
1,60,21,1,3,5,1
1,60,21,1,3,5,1
1,60,21,1,3,7,1
1,60,21,1,3,7,1
1,60,21,0,3,9,1
1,60,21,1,3,3,1
1,60,21,1,3,10,1
1,60,21,0,3,5,1
1,60,21,1,3,11,1
1,50,21,1,3,4,1
1,70,21,1,1,5,1
1,50,21,1,3,13,1
1,50,21,1,3,3,1
1,70,21,1,1,4,1
1,60,21,1,3,7,1
1,60,21,0,1,3,1
1,60,21,0,6,11,1
1,60,21,1,1,3,1
1,60,21,1,3,5,1
1,40,21,1,2,9,1
1,60,21,1,3,3,1
1,60,21,1,3,3,1
1,60,21,1,1,5,1
1,70,21,1,3,3,1
1,40,21,1,3,3,1
1,60,21,1,1,5,1
1,50,21,0,3,3,1
1,50,21,0,3,3,1
1,60,21,0,1,5,1
1,60,21,0,1,4,1
1,70,21,1,1,5,1
1,40,21,1,2,9,1
1,50,21,0,3,3,1
1,60,21,1,3,3,1
1,50,21,1,1,5,1
1,60,21,1,3,11,1
1,50,21,1,1,3,1
1,70,21,1,3,5,1
1,50,21,0,5,6,1
1,60,21,1,3,8,1
1,50,21,1,1,4,1
1,60,21,0,3,3,1
1,60,21,1,1,4,1
1,60,21,1,3,5,1
1,50,21,1,3,7,1
1,50,21,1,3,3,1
1,60,21,1,6,3,1
1,50,21,1,3,7,1
1,40,21,1,1,3,1
1,60,21,0,1,3,1
1,60,21,0,1,3,1
1,50,21,1,1,4,1
1,70,21,0,1,10,1
1,70,21,1,1,8,1
1,70,21,0,3,5,1
1,50,21,0,1,4,1
1,40,21,0,2,9,1
1,60,21,1,2,3,1
1,60,21,1,3,10,1
1,60,25,0,1,11,1
1,70,25,1,3,8,1
1,50,25,1,3,5,1
1,50,25,1,1,3,1
1,60,25,1,1,3,1
1,60,25,1,1,3,1
1,70,25,1,1,5,1
1,60,25,0,1,7,1
1,60,25,1,1,5,1
1,60,25,1,1,3,1
1,60,25,1,3,4,1
1,60,25,1,3,4,1
1,60,25,0,3,3,1
1,60,25,1,3,5,1
1,60,25,1,6,11,1
1,50,25,1,3,4,1
1,60,25,0,1,17,1
1,70,25,1,2,3,1
1,70,25,1,1,5,1
1,50,25,1,3,3,1
1,70,25,1,3,10,1
1,70,25,0,3,10,1
1,60,25,1,5,3,1
1,60,25,0,1,3,1
1,60,25,1,1,7,1
1,50,25,1,1,5,1
1,70,25,1,3,3,1
1,50,25,1,3,4,1
1,50,25,0,1,5,1
1,50,25,1,1,5,1
1,70,25,1,3,5,1
1,60,25,1,3,3,1
1,60,25,0,1,5,1
1,60,25,1,3,3,1
1,60,25,1,1,3,1
1,70,25,0,1,6,1
1,60,25,1,5,3,1
1,60,25,1,1,8,1
1,60,25,1,3,6,1
1,60,25,1,1,17,1
1,60,25,1,3,6,1
1,40,25,0,1,3,1
1,60,25,1,3,3,1
1,60,25,1,2,3,1
1,50,25,1,1,3,1
1,60,25,1,1,21,1
1,70,25,1,1,7,1
1,60,25,1,2,5,1
1,60,25,1,1,7,1
1,50,25,0,1,3,1
1,60,25,1,2,3,1
1,70,25,1,3,5,1
1,60,25,1,3,3,1
1,50,25,1,2,3,1
1,50,25,1,1,10,1
1,60,25,1,1,12,1
1,60,25,0,1,9,1
1,70,25,1,1,5,1
1,60,25,1,3,5,1
1,60,25,0,1,3,1
1,60,25,1,1,5,1
1,70,25,1,3,10,1
1,60,25,1,5,5,1
1,60,25,1,1,5,1
1,50,25,1,3,7,1
1,70,25,1,1,3,1
1,60,25,1,3,3,1
1,60,25,1,1,3,1
1,60,25,1,1,5,1
1,60,25,1,3,3,1
1,60,25,1,5,5,1
1,60,25,1,5,6,1
1,60,25,1,3,5,1
1,60,29,1,3,3,1
1,60,29,1,1,3,1
1,60,29,1,1,3,1
1,50,29,1,1,7,1
1,60,29,1,1,3,1
1,40,29,1,1,5,1
1,60,29,1,2,3,1
1,70,29,1,3,8,1
1,50,29,1,1,3,1
1,60,29,1,3,8,1
1,60,29,1,3,3,1
1,50,29,1,1,3,1
1,60,29,0,1,5,1
1,60,29,1,3,3,1
1,60,29,1,2,3,1
1,50,29,1,3,3,1
1,60,29,1,3,3,1
1,60,29,0,1,5,1
1,50,29,1,3,3,1
1,70,29,1,3,14,1
1,70,29,1,3,4,1
1,60,29,1,3,4,1
1,60,29,0,3,3,1
1,50,29,1,1,3,1
1,60,29,1,5,5,1
1,70,29,0,3,5,1
1,50,29,1,1,3,1
1,60,29,1,1,17,1
1,60,29,1,2,4,1
1,60,29,1,1,5,1
1,60,29,0,1,3,1
1,50,29,1,1,4,1
1,40,29,1,3,8,1
1,70,29,1,9,3,1
1,60,29,0,3,6,1
1,50,29,1,2,3,1
1,60,29,1,5,3,1
1,60,29,0,1,9,1
1,60,29,1,3,3,1
1,60,29,0,3,3,1
1,60,29,0,1,17,1
1,50,29,1,3,5,1
1,60,29,1,3,3,1
1,40,29,0,3,5,1
1,60,29,1,1,5,1
1,70,29,1,3,8,1
1,50,29,1,3,13,1
1,70,29,1,3,3,1
1,60,29,1,3,3,1
1,60,29,1,1,3,1
1,70,29,1,3,9,1
1,50,29,1,1,3,1
1,60,29,0,3,3,1
1,60,29,1,3,3,1
1,70,29,1,3,8,1
1,50,29,1,4,3,1
1,60,29,1,3,8,1
1,50,29,1,3,3,1
1,50,29,1,1,3,1
1,50,29,1,3,3,1
1,60,29,1,1,5,1
1,50,29,1,1,3,1
1,60,29,0,3,5,1
1,50,29,1,1,3,1
1,50,29,1,3,3,1
1,70,29,0,3,8,1
1,60,29,1,6,17,1
1,70,29,1,1,3,1
1,50,29,1,1,3,1
1,70,29,1,2,3,1
1,60,29,1,1,3,1
1,70,29,1,2,3,1
1,60,29,1,3,3,1
1,60,29,1,2,6,1
1,60,29,1,3,3,1
1,60,29,1,3,3,1
1,50,29,1,3,6,1
1,70,29,0,3,8,1
1,70,29,1,1,7,1
1,60,29,1,3,3,1
1,40,39,0,3,5,1
1,60,39,1,1,3,1
1,50,39,1,3,3,1
1,60,39,1,1,3,1
1,60,39,1,1,12,1
1,60,39,0,3,5,1
1,60,39,1,1,3,1
1,40,39,1,1,3,1
1,60,39,1,1,8,1
1,60,39,1,5,7,1
1,70,39,1,2,3,1
1,50,39,1,1,3,1
1,70,39,0,1,9,1
1,50,39,1,1,3,1
1,60,39,1,1,3,1
1,70,39,1,1,6,1
1,60,39,1,3,4,1
1,70,39,1,1,7,1
1,70,39,0,1,8,1
1,60,39,1,1,3,1
1,60,39,1,1,5,1
1,70,39,1,3,8,1
1,60,39,1,2,4,1
1,50,39,1,1,7,1
1,50,39,1,1,7,1
1,50,39,1,5,3,1
1,60,39,1,3,5,1
1,60,39,1,3,3,1
1,60,39,1,3,7,1
1,60,39,1,3,4,1
1,40,39,0,1,7,1
1,50,39,1,1,5,1
1,50,39,0,2,5,1
1,60,39,1,2,3,1
1,60,39,1,1,3,1
1,60,39,1,1,3,1
1,60,39,1,1,4,1
1,70,39,0,1,3,1
1,70,39,1,1,3,1
1,70,39,1,3,3,1
1,60,39,0,1,9,1
1,60,39,1,1,4,1
1,60,39,0,6,3,1
1,70,39,1,1,7,1
1,60,39,1,1,7,1
1,60,39,1,3,4,1
1,50,39,1,3,3,1
1,60,39,1,1,3,1
1,70,39,0,3,8,1
1,60,39,0,6,5,1
1,40,39,1,1,6,1
1,70,39,1,3,3,1
1,60,39,1,5,3,1
1,60,39,0,1,4,1
1,50,39,0,1,3,1
1,60,39,0,1,3,1
1,50,39,1,1,3,1
1,60,39,1,1,3,1
1,60,39,0,1,3,1
1,60,39,1,1,3,1
1,60,39,1,1,8,1
1,60,39,1,1,7,1
1,60,39,1,3,6,1
1,60,39,1,3,3,1
1,40,39,0,1,3,1
1,50,39,1,3,3,1
1,50,39,0,1,10,1
1,60,39,1,3,7,1
1,70,39,1,3,3,1
1,70,39,0,1,4,1
1,70,39,1,3,3,1
1,60,39,1,1,3,1
1,60,39,1,3,6,1
1,60,39,0,1,9,1
1,50,39,1,1,3,1
1,60,39,0,1,7,1
1,50,39,1,3,6,1
1,70,39,1,1,14,1
1,50,39,1,2,3,1
1,50,39,1,3,5,1
1,50,39,1,2,7,1
1,60,39,1,1,3,1
1,60,39,1,2,3,1
1,60,39,1,3,3,1
1,50,39,1,5,5,1
1,50,39,1,1,5,1
1,60,39,1,1,7,1
1,50,39,1,1,3,1
1,60,39,1,3,3,1
1,60,39,1,1,3,1
1,60,39,1,1,3,1
1,60,39,1,1,3,1
1,60,39,0,4,4,1
1,50,39,1,1,3,1
1,60,39,1,1,3,1
1,50,39,1,3,4,1
1,60,39,1,1,8,1
1,60,39,1,1,3,1
1,70,39,1,1,4,1
1,60,39,1,1,7,1
1,50,39,0,3,13,1
1,60,39,1,2,4,1
1,70,39,1,3,3,1
1,60,39,1,1,7,1
1,50,39,1,1,3,1
1,60,39,1,1,4,1
1,50,39,1,3,3,1
1,50,39,1,3,3,1
1,50,39,1,3,13,1
1,70,39,0,1,7,1
1,70,39,1,1,3,1
1,60,39,0,3,3,1
1,60,39,1,3,3,1
1,60,39,0,2,4,1
1,60,39,1,3,3,1
1,50,39,1,1,3,1
1,50,39,0,1,5,1
1,50,39,1,3,3,1
1,60,39,1,1,5,1
1,60,39,1,1,3,1
1,60,39,1,3,5,1
1,60,39,1,1,3,1
1,40,39,1,1,3,1
1,60,39,0,3,5,1
1,40,39,0,1,3,1
1,70,39,1,1,11,1
1,70,39,1,1,4,1
1,60,39,1,1,3,1
1,60,39,1,1,3,1
1,60,39,1,3,3,1
1,60,39,0,1,3,1
1,50,39,1,3,3,1
1,50,39,1,9,3,1
1,70,39,0,1,5,1
1,70,39,1,3,8,1
1,50,39,1,3,6,1
1,50,39,1,5,3,1
1,60,39,0,1,4,1
1,50,39,1,1,3,1
1,70,39,1,1,5,1
1,50,39,1,3,3,1
1,50,39,1,3,5,1
1,60,39,1,1,5,1
1,50,39,0,3,3,1
1,60,39,0,1,7,1
1,60,39,1,1,7,1
1,60,39,1,5,3,1
1,70,39,1,1,3,1
1,60,39,1,2,6,1
1,60,39,0,2,4,1
1,60,39,0,3,4,1
1,60,39,1,1,3,1
1,70,39,1,1,3,1
1,70,39,1,1,9,1
1,60,39,0,3,3,1
1,60,39,1,1,3,1
1,60,39,0,1,3,1
1,50,49,0,1,3,1
1,60,49,1,3,3,1
1,50,49,1,1,4,1
1,70,49,1,1,3,1
1,70,49,1,3,3,1
1,60,49,1,2,5,1
1,50,49,1,1,3,1
1,60,49,1,5,3,1
1,60,49,1,3,3,1
1,50,49,1,1,5,1
1,60,49,0,3,6,1
1,40,49,1,1,4,1
1,60,49,0,1,3,1
1,60,49,0,1,3,1
1,50,49,1,3,3,1
1,60,49,0,1,3,1
1,40,49,1,1,3,1
1,60,49,1,3,3,1
1,70,49,0,3,3,1
1,60,49,1,1,3,1
1,60,49,1,3,5,1
1,60,49,1,3,7,1
1,60,49,1,3,3,1
1,70,49,1,1,4,1
1,60,49,1,1,3,1
1,50,49,1,3,3,1
1,60,49,0,3,11,1
1,60,49,1,3,7,1
1,60,49,0,1,9,1
1,60,49,1,1,5,1
1,70,49,1,1,3,1
1,50,49,1,1,3,1
1,60,49,0,1,4,1
1,70,49,1,1,5,1
1,60,49,1,1,3,1
1,60,49,1,1,3,1
1,60,49,1,3,6,1
1,50,49,1,1,6,1
1,50,49,0,1,6,1
1,60,49,1,1,3,1
1,40,49,1,5,5,1
1,60,49,0,1,3,1
1,50,49,0,3,13,1
1,50,49,1,6,3,1
1,60,49,1,1,3,1
1,70,49,1,1,3,1
1,50,49,1,2,3,1
1,70,49,1,1,3,1
1,60,49,1,5,3,1
1,60,49,1,3,3,1
1,60,49,1,5,3,1
1,60,49,0,1,3,1
1,50,49,1,1,5,1
1,60,49,0,1,4,1
1,60,49,0,3,3,1
1,50,49,0,1,4,1
1,40,49,1,5,4,1
1,60,49,0,1,7,1
1,50,49,1,1,3,1
1,60,49,1,1,4,1
1,60,49,1,1,5,1
1,60,49,1,5,3,1
1,40,49,1,1,5,1
1,60,49,1,5,3,1
1,60,49,1,1,12,1
1,50,49,1,1,3,1
1,60,49,1,2,3,1
1,60,49,1,2,3,1
1,50,49,1,1,3,1
1,60,49,0,1,9,1
1,70,49,1,1,11,1
1,60,49,1,1,3,1
1,70,59,0,1,9,1
1,60,59,0,1,5,1
1,60,59,1,1,3,1
1,40,59,1,1,4,1
1,60,59,0,1,3,1
1,60,59,0,1,9,1
1,60,59,1,1,6,1
1,40,59,1,1,3,1
1,40,59,0,1,4,1
1,60,59,0,3,3,1
1,50,59,0,1,3,1
1,60,59,1,1,3,1
1,50,59,1,1,3,1
1,50,59,0,1,3,1
1,70,59,1,1,3,1
1,50,59,1,3,5,1
1,60,59,1,3,3,1
1,60,59,0,1,4,1
1,70,59,1,3,3,1
1,60,59,1,1,3,1
1,60,59,0,3,3,1
1,60,59,0,1,5,1
1,70,59,0,1,4,1
1,50,59,1,9,3,1
1,60,59,0,1,12,1
1,60,59,0,3,3,1
1,60,59,0,1,4,1
1,70,59,0,3,9,1
1,60,59,1,1,3,1
1,40,59,1,1,3,1
1,60,59,1,3,3,1
1,60,59,1,3,3,1
1,40,59,1,1,3,1
1,60,59,0,3,5,1
1,60,59,1,3,3,1
1,60,59,1,1,5,1
1,60,59,1,1,3,1
1,70,59,1,3,4,1
1,60,59,0,3,3,1
1,50,59,1,3,3,1
1,50,59,1,1,3,1
1,60,59,1,2,3,1
1,70,59,1,1,4,1
1,50,59,1,1,3,1
1,60,59,1,1,3,1
1,50,59,1,3,4,1
1,60,59,1,1,3,1
1,60,59,1,1,3,1
1,60,59,0,5,3,1
1,50,59,1,3,3,1
1,60,59,1,3,5,1
1,60,59,1,3,5,1
1,50,59,1,1,3,1
1,60,59,0,2,3,1
1,60,59,1,1,8,1
1,50,59,1,1,3,1
1,60,59,0,5,7,1
1,70,59,1,2,3,1
1,60,59,0,1,7,1
1,60,59,1,5,3,1
1,50,59,0,1,3,1
1,50,59,1,1,3,1
1,40,59,0,1,4,1
1,50,59,1,1,4,1
1,50,59,1,1,3,1
1,60,59,1,1,12,1
1,60,59,0,1,9,1
1,60,59,1,1,4,1
1,40,59,0,1,4,1
1,60,59,1,1,3,1
1,60,59,1,3,3,1
1,60,59,1,1,3,1
1,60,59,1,1,5,1
1,60,59,1,1,9,1
1,60,59,1,1,3,1
1,60,59,1,1,3,1
1,60,59,1,1,9,1
1,50,59,1,1,3,1
1,60,59,1,3,11,1
1,50,59,1,1,3,1
1,60,59,1,1,3,1
1,60,59,0,1,6,1
1,50,59,1,1,3,1
1,60,59,1,1,5,1
1,50,64,1,5,3,1
1,60,64,1,1,3,1
1,50,64,0,1,3,1
1,50,64,1,2,3,1
1,50,64,1,1,3,1
1,70,64,1,1,3,1
1,60,64,0,1,5,1
1,60,64,1,1,5,1
1,60,64,1,1,6,1
1,70,64,1,1,3,1
1,60,64,1,3,8,1
1,50,64,1,1,3,1
1,60,64,1,1,3,1
1,60,64,0,1,7,1
1,50,64,0,1,4,1
1,60,64,0,1,4,1
1,60,64,1,1,9,1
1,60,64,0,1,3,1
1,60,69,1,5,3,1
1,60,69,1,1,3,1
1,50,69,1,1,27,1
1,50,69,0,1,5,1
1,50,69,1,1,3,1
1,60,69,1,3,3,1
1,50,69,1,3,6,1
1,50,69,0,1,3,1
1,50,69,1,5,3,1
1,60,69,1,3,3,1
1,50,69,1,2,6,1
1,40,69,1,1,3,1
1,70,69,0,1,5,1
1,60,69,0,3,6,1
1,50,69,1,1,3,1
1,70,70,0,1,10,1
1,60,70,1,1,3,1
1,50,70,1,1,4,1
1,70,70,1,5,10,1
1,60,70,1,1,3,1
1,60,70,1,1,5,1
1,60,70,1,2,3,1
1,50,70,0,1,3,1
1,60,70,1,1,11,1
1,60,70,1,1,3,1
1,60,70,1,1,3,1
1,60,70,1,3,3,1
1,50,70,1,1,3,1
1,60,70,1,1,8,1
1,60,70,1,1,7,1
1,60,70,1,3,8,1
1,50,70,1,1,3,1
1,50,70,0,1,3,1
1,60,70,0,1,11,1
1,50,70,1,1,3,1
1,60,70,1,5,3,1
1,50,70,1,1,3,1
1,50,70,1,1,3,1
1,70,70,1,1,5,1
1,60,70,0,3,8,1
1,60,70,0,3,3,1
1,60,70,1,1,3,1
1,60,70,1,1,7,1
1,50,70,0,1,3,1
1,60,70,1,1,3,1
1,60,70,0,1,7,1
1,60,70,1,2,4,1
1,60,70,0,1,5,1
1,60,70,0,1,3,1
1,60,70,1,1,7,1
1,40,70,1,1,3,1
1,70,70,1,1,3,1
1,40,70,1,1,3,1
1,60,70,1,1,3,1
1,70,70,1,1,7,1
1,60,70,1,1,3,1
1,70,70,1,1,5,1
1,60,70,1,3,3,1
1,60,70,1,5,3,1
1,50,70,1,1,5,1
1,50,70,0,1,3,1
1,60,70,1,1,5,1
1,40,70,1,1,3,1
1,60,70,1,1,3,1
1,50,70,1,3,3,1
1,60,70,1,1,3,1
1,60,70,0,1,6,1
1,60,70,0,1,4,1
