UNPROTECTED,SPEED_ZONE,MAX_AGE,SEX,LIGHT_CONDITION,severity_index,SEVERITY
0,100,25,1,5,54,1
0,80,25,1,3,3,1
0,100,25,1,5,3,1
0,100,25,1,5,3,1
0,100,25,0,1,10,1
0,100,25,1,5,3,1
0,100,25,1,1,3,1
0,100,25,0,1,7,1
0,80,25,1,3,5,1
0,100,25,1,1,4,1
0,80,25,1,3,3,1
0,80,25,1,3,5,1
0,100,25,1,5,3,1
0,100,25,1,5,5,1
0,100,25,1,1,5,1
0,100,25,1,5,3,1
0,100,25,1,1,7,1
0,100,25,1,5,4,1
0,80,25,1,1,5,1
0,100,25,1,1,7,1
0,80,25,1,1,3,1
0,100,25,0,5,5,1
0,100,25,1,1,3,1
0,100,25,1,1,3,1
0,100,25,1,1,3,1
0,100,25,0,1,6,1
0,100,25,1,2,9,1
0,100,25,1,5,14,1
0,80,25,1,3,3,1
0,100,25,1,1,3,1
0,80,25,1,3,3,1
0,100,25,0,1,13,1
0,100,25,1,1,3,1
0,80,25,1,1,8,1
0,100,25,1,1,3,1
0,100,25,0,1,11,1
0,80,25,1,1,3,1
0,110,25,1,1,3,1
0,100,25,1,1,5,1
0,100,25,1,5,14,1
0,100,25,1,1,3,1
0,110,25,1,1,10,1
0,80,25,0,1,5,1
0,100,25,1,5,3,1
0,100,25,1,1,14,1
0,100,25,0,1,3,1
0,100,25,1,5,4,1
0,100,25,0,5,5,1
0,80,25,0,1,4,1
0,100,25,0,2,7,1
0,100,29,1,5,5,1
0,80,29,1,1,3,1
0,80,29,1,3,3,1
0,100,29,0,1,4,1
0,80,29,0,1,5,1
0,80,29,0,3,7,1
0,100,29,1,1,5,1
0,80,29,1,1,8,1
0,100,29,1,5,4,1
0,110,29,0,5,6,1
0,100,29,1,1,3,1
0,100,29,1,5,14,1
0,80,29,1,3,6,1
0,100,29,1,1,3,1
0,100,29,1,3,8,1
0,110,29,0,5,10,1
0,100,29,0,1,5,1
0,100,29,1,1,7,1
0,90,29,0,1,30,1
0,100,29,0,1,12,1
0,100,29,0,5,3,1
0,80,29,1,1,5,1
0,100,29,1,2,4,1
0,80,29,1,1,5,1
0,80,29,1,1,4,1
0,100,29,1,1,3,1
0,100,29,0,1,7,1
0,90,29,1,1,30,1
0,80,29,0,1,11,1
0,80,29,1,3,5,1
0,80,29,0,1,15,1
0,100,29,1,1,4,1
0,100,29,0,1,7,1
0,110,29,1,2,4,1
0,100,29,1,2,7,1
0,100,29,1,1,6,1
0,100,29,1,1,3,1
0,80,29,1,1,3,1
0,100,29,0,1,7,1
0,100,29,1,5,9,1
0,100,29,1,1,3,1
0,110,29,1,9,3,1
0,80,29,0,1,8,1
0,100,29,1,1,6,1
0,100,29,1,1,3,1
0,100,29,1,1,12,1
0,100,29,1,5,5,1
0,100,29,1,2,4,1
0,100,29,1,5,3,1
0,100,29,0,1,15,1
0,80,29,1,3,12,1
0,100,29,1,1,4,1
0,100,29,1,5,6,1
0,100,29,1,2,3,1
0,100,29,0,1,7,1
0,80,29,1,1,3,1
0,80,29,1,1,4,1
0,100,29,1,1,13,1
0,80,29,0,1,8,1
0,80,29,1,1,5,1
0,80,29,1,1,3,1
0,100,29,1,1,3,1
0,100,29,0,5,3,1
0,80,29,1,2,3,1
0,100,29,0,1,7,1
0,100,29,1,3,5,1
0,90,29,0,1,30,1
0,80,29,1,5,3,1
0,80,29,1,3,3,1
0,90,29,1,1,6,1
0,100,29,0,2,4,1
0,90,29,0,1,13,1
0,100,29,1,1,4,1
0,100,29,0,1,8,1
0,100,29,1,5,7,1
0,110,29,1,5,10,1
0,100,29,1,1,3,1
0,100,29,1,1,3,1
0,100,29,1,5,3,1
0,80,29,1,2,3,1
0,100,29,1,3,5,1
0,80,29,1,1,3,1
0,100,29,0,1,13,1
0,80,29,1,1,5,1
0,80,29,1,3,4,1
0,80,29,1,5,4,1
0,100,29,1,5,3,1
0,100,29,1,3,3,1
0,100,29,0,1,6,1
0,100,29,0,1,3,1
0,100,29,0,2,3,1
0,80,29,1,1,4,1
0,100,29,1,1,4,1
0,100,29,1,1,16,1
0,100,29,1,1,3,1
0,110,29,0,5,3,1
0,100,29,1,5,5,1
0,100,29,1,1,7,1
0,100,29,1,1,6,1
0,100,29,1,5,3,1
0,100,29,0,1,5,1
0,100,29,1,5,3,1
0,100,29,0,1,5,1
0,100,29,1,1,9,1
0,100,29,0,1,6,1
0,80,29,1,1,3,1
0,100,29,1,1,13,1
0,80,29,0,5,9,1
0,100,29,1,1,3,1
0,80,29,1,1,4,1
0,110,29,0,5,6,1
0,100,29,1,5,14,1
0,100,39,0,1,3,1
0,100,39,0,1,7,1
0,100,39,1,5,5,1
0,100,39,1,1,3,1
0,80,39,1,1,3,1
0,80,39,1,3,3,1
0,110,39,1,5,10,1
0,80,39,1,1,3,1
0,100,39,1,1,6,1
0,80,39,1,1,3,1
0,80,39,1,1,3,1
0,80,39,1,5,3,1
0,100,39,1,1,11,1
0,100,39,0,1,7,1
0,100,39,0,1,9,1
0,80,39,1,5,4,1
0,100,39,1,1,3,1
0,80,39,1,5,3,1
0,80,39,1,1,4,1
0,110,39,1,1,4,1
0,80,39,1,3,3,1
0,110,39,0,5,10,1
0,100,39,1,1,3,1
0,100,39,1,1,6,1
0,100,39,0,1,6,1
0,80,39,0,1,7,1
0,100,39,1,2,3,1
0,100,39,0,1,7,1
0,100,39,1,5,3,1
0,100,39,1,1,3,1
0,100,39,0,1,5,1
0,80,39,1,5,9,1
0,100,39,1,1,5,1
0,100,39,1,5,13,1
0,80,39,1,1,4,1
0,100,39,0,5,3,1
0,100,39,1,1,8,1
0,100,39,1,5,5,1
0,80,39,1,2,3,1
0,80,39,1,1,6,1
0,80,39,1,3,8,1
0,80,39,1,1,5,1
0,100,39,0,1,8,1
0,100,39,1,1,16,1
0,100,39,1,5,5,1
0,80,39,1,2,3,1
0,100,39,1,1,3,1
0,100,39,1,5,4,1
0,80,39,1,1,5,1
0,100,39,1,9,3,1
0,100,39,0,1,11,1
0,100,39,0,5,8,1
0,80,39,1,5,3,1
0,110,39,1,1,3,1
0,100,39,1,1,18,1
0,100,39,0,1,3,1
0,100,39,1,5,8,1
0,80,39,0,5,4,1
0,80,39,1,1,5,1
0,80,39,1,1,10,1
0,80,39,0,2,4,1
0,100,39,1,1,5,1
0,100,39,0,1,6,1
0,100,39,1,1,5,1
0,90,39,1,1,5,1
0,100,39,1,1,4,1
0,100,39,1,1,3,1
0,100,39,1,5,3,1
0,80,39,0,1,3,1
0,80,39,0,1,5,1
0,80,39,1,1,6,1
0,100,39,1,1,3,1
0,100,39,1,2,4,1
0,80,39,1,1,6,1
0,100,39,1,1,5,1
0,80,39,0,5,12,1
0,80,39,1,3,3,1
0,80,39,0,1,4,1
0,100,39,0,1,6,1
0,100,39,1,1,3,1
0,80,39,1,1,5,1
0,100,39,0,1,7,1
0,100,39,1,1,3,1
0,100,39,1,1,8,1
0,80,39,1,3,5,1
0,100,39,1,9,3,1
0,100,39,1,1,8,1
0,80,39,1,1,5,1
0,100,39,0,1,4,1
0,100,39,1,1,12,1
0,100,39,1,1,13,1
0,80,39,1,1,3,1
0,100,39,1,1,3,1
0,100,39,1,1,5,1
0,100,39,1,1,7,1
0,80,39,0,2,6,1
0,100,39,1,1,4,1
0,80,39,1,1,3,1
0,80,39,1,1,8,1
0,100,39,1,5,7,1
0,80,39,1,3,3,1
0,80,39,1,1,5,1
0,110,39,0,1,12,1
0,100,39,1,5,3,1
0,100,39,1,5,4,1
0,100,39,1,1,30,1
0,100,39,1,5,5,1
0,80,39,0,1,8,1
0,100,39,1,1,3,1
0,100,39,1,5,3,1
0,100,39,1,5,3,1
0,100,39,1,1,10,1
0,100,39,1,1,4,1
0,80,39,0,1,6,1
0,100,39,1,1,5,1
0,100,39,1,5,3,1
0,100,39,1,5,3,1
0,100,39,1,1,6,1
0,100,39,1,5,3,1
0,100,39,1,1,5,1
0,80,39,0,9,3,1
0,100,39,0,5,3,1
0,80,39,1,3,3,1
0,80,39,1,1,8,1
0,100,39,1,5,3,1
0,100,39,0,1,4,1
0,100,39,0,1,5,1
0,100,39,1,1,6,1
0,100,39,0,1,7,1
0,100,39,0,1,11,1
0,100,39,1,1,4,1
0,100,39,0,1,8,1
0,90,39,1,3,7,1
0,100,39,0,1,6,1
0,100,39,0,1,7,1
0,80,39,1,1,8,1
0,100,39,0,1,3,1
0,100,39,1,1,8,1
0,100,39,1,2,8,1
0,100,39,1,1,12,1
0,100,39,0,1,3,1
0,80,39,1,1,3,1
0,100,39,1,9,3,1
0,80,39,0,5,3,1
0,100,39,1,5,4,1
0,100,39,0,5,14,1
0,80,39,1,1,5,1
0,80,39,0,5,5,1
0,100,39,1,2,4,1
0,100,39,1,1,4,1
0,80,39,1,1,3,1
0,80,39,0,1,4,1
0,100,39,1,1,5,1
0,100,39,0,1,8,1
0,100,39,1,1,6,1
0,80,39,1,1,13,1
0,80,39,1,3,3,1
0,80,39,1,5,3,1
0,80,39,1,2,3,1
0,80,39,1,2,3,1
0,100,39,1,1,4,1
0,100,39,0,1,7,1
0,100,39,0,1,5,1
0,100,39,0,1,6,1
0,100,39,0,1,9,1
0,100,39,0,1,6,1
0,100,39,1,5,5,1
0,100,39,1,5,3,1
0,80,39,1,1,5,1
0,100,39,1,5,3,1
0,100,39,0,1,5,1
0,80,39,1,3,7,1
0,100,39,0,2,4,1
0,80,39,1,3,3,1
0,110,39,0,5,3,1
0,100,39,1,1,12,1
0,100,39,1,1,5,1
0,100,39,1,1,3,1
0,100,39,0,1,8,1
0,100,39,0,1,7,1
0,100,39,1,1,3,1
0,80,39,0,1,10,1
0,80,39,0,1,16,1
0,100,39,1,2,4,1
0,100,39,1,5,5,1
0,100,39,1,1,4,1
0,100,39,1,5,4,1
0,100,39,0,1,9,1
0,100,39,1,1,3,1
0,100,39,1,5,3,1
0,100,39,0,5,5,1
0,100,39,1,1,3,1
0,110,39,1,1,3,1
0,100,39,1,1,3,1
0,80,39,1,1,3,1
0,100,39,1,1,3,1
0,100,49,1,1,4,1
0,100,49,1,5,5,1
0,80,49,0,1,4,1
0,100,49,0,1,13,1
0,100,49,0,3,8,1
0,100,49,1,5,8,1
0,110,49,0,1,3,1
0,100,49,1,1,4,1
0,100,49,1,1,7,1
0,80,49,1,3,3,1
0,100,49,1,1,4,1
0,100,49,1,2,3,1
0,100,49,1,6,7,1
0,100,49,1,1,8,1
0,110,49,1,1,9,1
0,100,49,1,1,12,1
0,100,49,0,1,12,1
0,110,49,1,1,3,1
0,100,49,1,1,3,1
0,100,49,0,1,7,1
0,100,49,0,2,9,1
0,100,49,1,1,8,1
0,100,49,1,2,5,1
0,80,49,1,1,4,1
0,100,49,1,2,5,1
0,100,49,1,1,12,1
0,100,49,1,1,3,1
0,90,49,1,1,3,1
0,80,49,1,1,4,1
0,100,49,0,1,12,1
0,100,49,1,1,13,1
0,110,49,1,1,3,1
0,110,49,1,1,3,1
0,100,49,0,5,5,1
0,100,49,1,5,5,1
0,100,49,1,1,10,1
0,80,49,1,1,6,1
0,80,49,0,1,6,1
0,80,49,1,1,3,1
0,100,49,1,1,3,1
0,100,49,1,1,9,1
0,100,49,1,1,3,1
0,100,49,1,1,4,1
0,80,49,1,1,3,1
0,80,49,0,1,7,1
0,100,49,0,1,7,1
0,80,49,1,1,3,1
0,100,49,1,9,3,1
0,100,49,0,1,3,1
0,100,49,1,1,3,1
0,80,49,1,3,3,1
0,80,49,1,1,5,1
0,80,49,0,1,9,1
0,100,49,1,1,3,1
0,100,49,1,9,6,1
0,80,49,1,1,3,1
0,100,49,1,5,9,1
0,100,49,0,5,3,1
0,80,49,1,1,3,1
0,100,49,1,1,8,1
0,100,49,0,1,9,1
0,100,49,1,1,8,1
0,100,49,1,1,6,1
0,90,49,1,1,30,1
0,100,49,1,1,3,1
0,100,49,1,1,3,1
0,100,49,0,1,5,1
0,100,49,0,1,7,1
0,100,49,0,1,8,1
0,100,49,1,1,9,1
0,100,49,1,1,3,1
0,80,49,1,1,3,1
0,80,49,1,1,5,1
0,100,49,1,5,3,1
0,100,49,1,1,4,1
0,100,49,1,1,5,1
0,100,49,1,1,8,1
0,80,49,1,1,3,1
0,110,49,1,5,3,1
0,100,49,1,2,8,1
0,100,49,0,1,7,1
0,100,49,1,1,5,1
0,110,49,1,1,3,1
0,80,49,1,3,3,1
0,100,49,1,1,11,1
0,100,49,1,5,14,1
0,100,49,1,1,12,1
0,100,49,0,1,8,1
0,100,49,1,1,3,1
0,100,49,1,1,3,1
0,110,49,0,1,14,1
0,100,49,1,1,7,1
0,100,49,1,5,7,1
0,110,49,1,1,3,1
0,80,49,0,1,5,1
0,100,49,1,1,4,1
0,100,49,1,5,8,1
0,80,49,0,1,5,1
0,80,49,1,1,6,1
0,100,49,1,1,6,1
0,80,49,0,3,7,1
0,80,49,1,1,5,1
0,80,49,1,3,3,1
0,80,49,0,2,7,1
0,100,49,1,5,5,1
0,100,49,0,1,3,1
0,100,49,0,1,10,1
0,80,49,1,5,6,1
0,110,49,1,5,3,1
0,110,49,1,5,3,1
0,100,49,1,1,5,1
0,100,49,0,5,3,1
0,100,49,1,1,11,1
0,100,49,1,5,7,1
0,100,49,0,5,4,1
0,100,49,1,1,4,1
0,100,49,1,1,14,1
0,100,49,1,5,5,1
0,80,49,1,1,13,1
0,100,49,1,1,7,1
0,100,49,1,2,5,1
0,100,49,1,5,3,1
0,100,49,1,5,5,1
0,90,49,0,1,9,1
0,80,49,1,1,8,1
0,100,49,1,2,9,1
0,100,49,1,1,6,1
0,100,49,1,1,5,1
0,80,49,1,3,3,1
0,100,49,1,5,4,1
0,100,49,1,1,4,1
0,80,49,1,1,5,1
0,100,49,1,1,7,1
0,80,49,1,5,12,1
0,80,49,1,1,3,1
0,100,49,1,1,9,1
0,80,49,1,1,5,1
0,100,49,1,5,6,1
0,100,49,0,1,8,1
0,100,49,1,1,5,1
0,100,49,1,5,3,1
0,80,49,0,5,6,1
0,110,49,1,1,3,1
0,100,49,1,1,5,1
0,100,49,0,1,7,1
0,100,49,1,1,7,1
0,100,49,0,5,54,1
0,100,49,1,1,3,1
0,80,49,1,3,6,1
0,100,49,1,5,5,1
0,110,49,0,1,10,1
0,80,49,1,2,4,1
0,100,49,1,1,3,1
0,100,49,0,1,30,1
0,100,49,0,1,3,1
0,100,49,0,2,10,1
0,80,49,1,1,5,1
0,100,49,1,1,3,1
0,100,49,0,1,16,1
0,100,49,1,1,5,1
0,90,49,0,1,30,1
0,80,49,1,1,6,1
0,80,49,1,1,7,1
0,80,49,1,5,6,1
0,80,49,0,1,6,1
0,100,49,0,1,4,1
0,100,49,1,5,14,1
0,100,49,0,1,7,1
0,100,49,1,2,4,1
0,100,49,1,1,5,1
0,100,49,1,1,3,1
0,100,49,1,1,6,1
0,100,49,1,1,3,1
0,100,49,0,1,3,1
0,100,49,1,3,7,1
0,80,49,1,3,3,1
0,100,49,1,2,3,1
0,100,49,1,1,8,1
0,80,49,0,1,5,1
0,80,49,1,1,3,1
0,80,49,1,3,3,1
0,100,49,1,1,15,1
0,100,49,1,1,3,1
0,80,49,1,1,8,1
0,100,49,0,1,7,1
0,80,49,1,1,3,1
0,80,49,1,5,4,1
0,100,49,1,3,3,1
0,100,49,1,1,3,1
0,80,49,1,1,4,1
0,80,49,1,3,3,1
0,100,49,0,1,3,1
0,100,49,1,5,6,1
0,80,49,0,1,6,1
0,80,49,1,5,4,1
0,100,49,0,1,3,1
0,100,49,0,5,54,1
0,100,59,1,1,4,1
0,100,59,1,1,4,1
0,90,59,0,1,30,1
0,80,59,1,1,3,1
0,100,59,1,1,3,1
0,100,59,0,1,4,1
0,100,59,0,5,3,1
0,100,59,1,1,3,1
0,100,59,0,1,5,1
0,100,59,1,1,7,1
0,100,59,0,2,7,1
0,100,59,0,1,7,1
0,110,59,1,1,5,1
0,100,59,0,1,5,1
0,80,59,0,6,8,1
0,80,59,1,2,3,1
0,100,59,1,1,3,1
0,80,59,1,1,5,1
0,80,59,1,1,4,1
0,100,59,1,1,3,1
0,100,59,1,1,3,1
0,100,59,0,1,7,1
0,80,59,1,1,5,1
0,100,59,0,1,12,1
0,100,59,0,1,9,1
0,100,59,0,1,18,1
0,80,59,1,1,3,1
0,100,59,1,1,5,1
0,100,59,1,1,5,1
0,100,59,1,2,3,1
0,100,59,0,5,9,1
0,80,59,0,3,3,1
0,100,59,1,1,3,1
0,100,59,1,1,4,1
0,100,59,0,1,9,1
0,100,59,1,1,6,1
0,100,59,1,1,5,1
0,100,59,0,2,3,1
0,80,59,1,5,5,1
0,100,59,0,2,5,1
0,100,59,1,1,7,1
0,100,59,1,1,3,1
0,100,59,1,1,5,1
0,80,59,1,1,3,1
0,100,59,1,1,3,1
0,80,59,1,3,6,1
0,100,59,1,1,10,1
0,100,59,1,1,3,1
0,80,59,1,2,3,1
0,100,59,1,1,5,1
0,100,59,1,1,5,1
0,80,59,0,2,3,1
0,90,59,1,1,5,1
0,100,59,1,1,8,1
0,80,59,1,1,5,1
0,100,59,0,1,5,1
0,110,59,1,1,15,1
0,80,59,1,1,8,1
0,100,59,0,1,4,1
0,100,59,1,5,6,1
0,100,59,0,2,10,1
0,80,59,1,5,7,1
0,100,59,0,1,3,1
0,100,59,0,2,4,1
0,80,59,0,3,3,1
0,100,59,1,2,4,1
0,100,59,1,1,5,1
0,100,59,0,5,7,1
0,100,59,0,1,3,1
0,90,59,1,1,5,1
0,100,59,0,1,7,1
0,100,59,1,1,5,1
0,100,59,0,1,10,1
0,100,59,0,1,5,1
0,100,59,1,5,4,1
0,80,59,1,1,5,1
0,80,59,1,1,7,1
0,100,59,1,1,3,1
0,100,59,1,1,5,1
0,100,59,0,1,4,1
0,100,59,1,1,8,1
0,100,59,1,1,6,1
0,100,59,1,5,3,1
0,100,59,1,1,3,1
0,110,59,1,1,9,1
0,100,59,1,1,7,1
0,100,59,1,1,5,1
0,100,59,1,1,12,1
0,80,59,0,1,3,1
0,110,59,1,3,11,1
0,100,59,1,5,7,1
0,100,59,1,1,7,1
0,100,59,0,1,3,1
0,100,59,1,5,3,1
0,100,59,1,1,5,1
0,110,59,1,1,12,1
0,100,59,1,1,4,1
0,100,59,1,1,8,1
0,100,59,0,1,7,1
0,100,59,1,1,12,1
0,80,59,1,1,5,1
0,110,59,1,5,10,1
0,90,59,1,1,3,1
0,80,59,1,3,7,1
0,110,59,0,5,5,1
0,80,59,0,1,7,1
0,110,59,1,1,3,1
0,80,59,1,1,3,1
0,110,59,1,1,12,1
0,100,59,1,1,3,1
0,100,59,0,1,8,1
0,80,59,0,5,5,1
0,100,59,1,1,5,1
0,100,59,1,5,54,1
0,100,59,1,5,3,1
0,80,59,0,1,6,1
0,80,59,1,3,7,1
