hour,DAY_OF_WEEK,weighted_ppl_killed
23.0,7.0,27.93
5.0,7.0,21.19
4.0,7.0,34.99
3.0,7.0,40.29
2.0,7.0,50.49
1.0,7.0,50.48
0.0,7.0,49.09
5.0,1.0,18.74
4.0,1.0,26.81
3.0,1.0,39.69
2.0,1.0,48.87
1.0,1.0,48.35
0.0,1.0,40.3
