SPEED_ZONE,ACCIDENT_TYPE,severity_index
70,4,3
70,4,8
70,4,3
70,4,7
70,4,3
70,4,3
70,4,9
70,4,9
70,4,3
70,4,3
70,4,5
70,4,3
70,4,3
70,4,3
70,4,9
70,4,3
70,4,3
70,4,3
70,4,6
70,4,5
70,4,5
70,4,5
70,4,3
70,4,5
70,4,6
70,4,3
70,4,3
70,4,3
80,4,3
80,4,3
80,4,3
80,4,3
80,4,4
80,4,12
80,4,3
80,4,7
80,4,5
80,4,5
80,4,4
80,4,3
80,4,3
80,4,3
80,4,3
80,4,7
80,4,3
80,4,3
80,4,3
80,4,5
80,4,5
80,4,3
80,4,3
80,4,3
80,4,3
80,4,3
80,4,3
80,4,7
80,4,3
80,4,5
80,4,3
80,4,3
80,4,7
80,4,3
80,4,3
80,4,3
80,4,5
80,4,3
80,4,3
80,4,3
80,4,3
80,4,3
80,4,4
80,4,3
80,4,3
80,4,3
80,4,3
80,4,3
80,4,3
80,4,3
80,4,3
80,4,3
80,4,3
80,4,5
80,4,3
80,4,6
80,4,6
80,4,3
80,4,5
80,4,3
80,4,3
80,4,3
80,4,3
80,4,8
80,4,3
80,4,3
80,4,3
80,4,3
80,4,3
80,4,3
80,4,3
80,4,3
80,4,8
80,4,5
80,4,5
80,4,3
80,4,3
80,4,3
80,4,5
80,4,3
80,4,3
80,4,3
80,4,13
80,4,3
80,4,3
80,4,8
80,4,5
80,4,3
80,4,3
80,4,9
80,4,3
80,4,3
80,4,3
80,4,3
80,4,4
80,4,3
80,4,3
80,4,3
80,4,3
80,4,5
80,4,3
80,4,5
80,4,3
80,4,5
80,4,6
80,4,3
80,4,3
80,4,3
80,4,3
80,4,3
80,4,5
80,4,4
80,4,3
80,4,3
80,4,3
80,4,5
80,4,3
80,4,3
80,4,3
80,4,3
80,4,3
80,4,7
80,4,3
80,4,3
80,4,10
80,4,3
80,4,3
80,4,3
80,4,3
80,4,3
80,4,3
80,4,3
80,4,4
80,4,3
80,4,3
80,4,3
80,4,8
80,4,3
80,4,3
80,4,3
80,4,3
80,4,3
80,4,14
80,4,3
80,4,3
80,4,3
80,4,3
80,4,3
80,4,3
80,4,3
80,4,3
80,4,3
80,4,3
80,4,6
80,4,3
80,4,3
80,4,3
80,4,3
80,4,3
80,4,4
80,4,3
80,4,3
80,4,3
90,4,3
90,4,3
90,4,3
90,4,3
90,4,3
90,4,3
90,4,3
100,4,6
100,4,3
100,4,3
100,4,4
100,4,5
100,4,5
100,4,3
100,4,3
100,4,3
100,4,5
100,4,3
100,4,3
100,4,3
100,4,3
100,4,9
100,4,3
100,4,4
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,8
100,4,3
100,4,5
100,4,3
100,8,3
100,4,3
100,4,3
100,4,5
100,4,4
100,4,3
100,4,3
100,4,3
100,4,3
100,4,4
100,4,3
100,4,3
100,4,3
100,4,3
100,4,5
100,3,3
100,4,5
100,4,6
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,6
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,5
100,4,3
100,4,3
100,4,3
100,4,3
100,5,5
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,7
100,4,6
100,4,3
100,4,3
100,4,4
100,5,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,5
100,4,6
100,4,6
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,6
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,4
100,4,3
100,4,3
100,4,3
100,4,3
100,4,4
100,4,3
100,4,3
100,4,3
100,4,5
100,5,3
100,4,3
100,4,8
100,4,5
100,4,3
100,4,7
100,4,3
100,4,14
100,4,3
100,4,5
100,4,3
100,4,3
100,8,3
100,4,21
100,3,3
100,4,3
100,4,3
100,4,3
100,4,5
100,4,3
100,4,3
100,4,3
100,4,5
100,4,6
100,4,3
100,8,3
100,4,3
100,4,7
100,3,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,6
100,4,3
100,4,3
100,4,3
100,4,7
100,4,5
100,4,6
100,4,3
100,4,3
100,4,7
100,4,5
100,4,3
100,4,6
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,8,3
100,4,3
100,4,3
100,4,3
100,4,5
100,4,12
100,4,6
100,5,3
100,4,3
100,4,3
100,4,3
100,7,3
100,4,3
100,4,3
100,4,3
100,4,5
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,5
100,8,3
100,4,3
100,4,3
100,4,6
100,4,5
100,4,3
100,4,3
100,4,3
100,4,3
100,4,5
100,4,3
100,4,3
100,4,3
100,4,6
100,5,14
100,4,3
100,4,7
100,4,3
100,4,8
100,4,10
100,4,3
100,7,3
100,4,3
100,4,8
100,4,3
100,4,5
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,5
100,4,3
100,3,5
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,6
100,4,5
100,4,3
100,4,9
100,4,3
100,4,5
100,4,3
100,4,3
100,4,3
100,4,3
100,4,5
100,4,5
100,4,3
100,4,3
100,4,3
100,4,3
100,4,4
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,5
100,4,12
100,4,13
100,4,3
100,4,3
100,8,3
100,4,10
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,6
100,4,8
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,5
100,4,3
100,4,6
100,4,6
100,4,3
100,4,3
100,4,3
100,8,3
100,7,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,5
100,4,7
100,4,3
100,4,3
100,4,3
100,4,5
100,4,3
100,4,3
100,4,3
100,4,3
100,4,5
100,4,7
100,4,5
100,4,8
100,8,5
100,4,3
100,4,3
100,4,5
100,8,3
100,4,3
100,4,5
100,4,3
100,4,3
100,4,6
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,8
100,4,3
100,4,3
100,4,6
100,4,3
100,4,4
100,4,11
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,4
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,5
100,4,8
100,4,5
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,4
100,4,3
100,4,5
100,4,3
100,4,3
100,4,3
100,4,6
100,4,3
100,4,7
100,4,8
100,4,3
100,8,3
100,4,3
100,4,6
100,4,3
100,4,5
100,4,5
100,4,3
100,8,3
100,4,9
100,4,3
100,4,5
100,8,3
100,4,3
100,4,3
100,4,3
100,8,3
100,8,7
100,4,3
100,4,9
100,4,4
100,4,3
100,4,3
100,4,3
100,4,3
100,4,4
100,4,9
100,3,3
100,4,3
100,4,3
100,4,4
100,4,8
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,8
100,4,5
100,4,3
100,4,5
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,13
100,4,3
100,4,3
100,4,3
100,4,3
100,8,3
100,4,3
100,4,6
100,4,3
100,4,3
100,8,3
100,4,8
100,4,3
100,4,3
100,4,3
100,4,3
100,8,3
100,4,7
100,4,3
100,4,3
100,4,3
100,4,3
100,4,4
100,8,3
100,4,3
100,4,3
100,4,3
100,4,5
100,4,3
100,4,3
100,4,3
100,8,3
100,5,3
100,4,5
100,4,3
100,4,3
100,4,3
100,4,7
100,4,3
100,4,3
100,4,3
100,4,5
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,8,7
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,5
100,4,6
100,4,3
100,3,7
100,4,8
100,4,5
100,4,8
100,4,3
100,3,3
100,4,3
100,4,3
100,4,3
100,7,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,5
100,4,3
100,4,3
100,4,3
100,4,5
100,4,3
100,4,6
100,4,11
100,4,3
100,4,5
100,4,4
100,3,9
100,4,6
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,5
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,3,9
100,4,3
100,4,4
100,4,19
100,4,3
100,4,3
100,4,3
100,4,3
100,3,3
100,4,7
100,4,3
100,4,3
100,4,5
100,4,8
100,4,3
100,4,3
100,4,3
100,5,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,3
100,4,6
100,4,3
100,4,3
100,4,6
110,8,3
110,4,3
110,4,3
110,4,3
110,4,5
110,4,3
110,4,12
110,4,5
110,4,3
110,4,3
110,4,3
110,4,8
110,4,5
110,4,3
110,4,8
110,4,5
110,4,3
110,4,3
110,4,20
110,4,3
110,4,3
110,4,3
110,4,3
110,4,3
110,4,3
110,4,10
110,4,3
110,4,3
110,4,3
110,4,3
110,4,6
110,4,3
110,4,3
110,4,3
110,4,13
110,4,3
110,4,5
110,4,3
110,4,3
