,weighted_ppl_killed,day_sin,day_cos
0,0.21380276780723517,0.7818314824680298,0.6234898018587336
1,-0.5697097358010832,0.9749279121818236,-0.22252093395631434
2,-1.0,0.43388373911755823,-0.900968867902419
3,-0.7570962616438977,-0.433883739117558,-0.9009688679024191
4,-0.5424499752665668,-0.9749279121818236,-0.2225209339563146
5,-0.26104651220356656,-0.7818314824680299,0.6234898018587334
6,1.0,-2.4492935982947064e-16,1.0
